artist_name,track_name,duration_ms,time_signature,popularity
Jah Khalib,Letnie tayny,211765,4,36
Mishaal,Runaway,151602,4,36
Cadell,Create A Career,246942,4,36
Chiquito Team Band,Punto y Aparte,190160,4,36
Dear Rouge,Chains,197667,4,36
Tribulation,The Lament,336907,4,36
Rain Sounds,Forescast Rain,108904,4,36
Lorenzo,Ohnanah,207500,4,36
GARNiDELiA,Aikotoba,262027,4,36
Jekalyn Carr,It's Yours,418262,4,36
GnuS Cello,Another Love - For Cello and Piano,251000,4,36
Oh The Larceny,How You Feel,207647,4,36
Brian Deady,Eloise (Lean Into the Wave),211101,4,36
ISLAND,Try,245947,4,36
Beowülf,Trust Issues,88294,5,36
Jhameel,Feisty (Remix),225544,4,36
Sex Whales,Friends Don't Lie,268788,4,36
Bleed From Within,Crown of Misery,209600,4,36
CHUNG HA,Do It,213749,4,36
Oxen Butcher,Good To My Soul,196911,4,36
High Klassified,1919,194611,4,36
Bleed From Within,Clarity,271187,4,36
Hentaidesu,Way Back Home,119719,4,36
Watain,Nuclear Alchemy,188332,4,36
BAND-MAID,FATE,271934,4,36
Elvis Presley,"Baby, What You Want Me To Do (First 'Stand-Up' Show) - Live",183000,4,36
Diamond Platnumz,Hallelujah,223040,4,36
Floatinurboat,Holding On,269143,4,36
Grupo Extra,Lloras - Bolero Son,220046,4,36
Average White Band,All Will Be Well,252930,4,36
GLDN,Fade Into Me,168791,4,36
Future Sunsets,Mr. Brightside,234044,4,36
Jazzboy,Harlem,199147,4,36
MEJKO,Voyager (feat. Ashley Apollodor),168000,4,36
BoA,Jazzclub,170907,4,36
William Crighton,Fire In The Empire,217240,3,36
Delvon Lamarr Organ Trio,Concussion,290227,4,36
Elvana Gjata,Xheloz,169515,4,36
AmaLee,Reluctant Heroes (Attack on Titan),311104,4,36
Beth Hart,Soul On Fire,302933,3,36
Milk & Bone,Deception Bay,214400,4,36
VINXIS,Sidetracked Day,338298,4,36
Michaela Laws,Osana VS Ayano,147000,4,36
Michaela Laws,Ayano VS Michaela,238500,4,36
Mani Lapussh,Turn Me On - Africanism Presents,184884,4,36
Landon Austin,Reputation (Acoustic Mashup) [feat. Kaya May],185333,4,36
Ghost and Pals,Appetite of a People-Pleaser,316891,3,36
Insecure Men,Subaru Nights,295187,4,36
Krocker,Gold Diggin,267097,4,36
Veronica Verse,Friends Forever,64014,4,36
Boogie Belgique,Chicago,320943,4,36
FRANK LEONE,HUFFING PAINT,196445,5,36
916frosty,Issues,187389,4,36
Reddy,Peach,220014,4,36
Lil Bo Weep,Sorry,152648,4,36
Elvis Presley,Blue Moon of Kentucky,122573,4,36
AmaLee,Lovers (Naruto Shippuden),220244,4,36
JOAN,Nostra,138945,4,36
ILLAH,itriedtokillmyself,171240,4,36
Leo,Another One Bites the Dust (Metal Version),197977,4,36
The Streets,Boys Will Be Boys,154317,5,36
REOL,平面鏡,194442,4,36
Robin Schulz,Unforgettable - Radio Edit,207124,4,36
