artist_name,track_name,duration_ms,time_signature,popularity
Cosmos People,拿下這一場,238333,4,27
Flipturn,Nickel,237197,4,27
Scallops Hotel,Bought My Kid A High Chair,119093,4,27
Ymisonice,Gram Age,183500,4,27
Reyna Biddy,Some Day,85453,3,27
Alex Isley,Smoke & Mirrors,299673,4,27
Late June,I Don't Want To Lose You,140016,4,27
Eugenia Chasey,Manual Ocean,222015,4,27
Derek Stelk,Glittering Feast,298867,4,27
Orville Dahl,Strange Spritualism,246282,4,27
MINSEO,The Grand Dreams,268373,4,27
Cherrie Bothner,Sneaking Up On Pleasure,238573,3,27
Lil Kesh,Apa Mi,214750,4,27
Limbo,Still,162830,4,27
Kathleen Madigan,Car Crash vs. Plane Crash,106002,3,27
Break Science,Guiding Light,200663,4,27
Ludwig van Beethoven,"Piano Sonata No. 14 In C Sharp Minor, Op. 27, No. 2 -""Moonlight"": 1. Adagio sostenuto",316440,3,27
Thundercat,I Am Crazy (Chopnotslop Remix),65973,4,27
Baldwin Sauerwein,Freezing Party,166191,4,27
Aubrey Huntsman,Northern California,224327,4,27
Fearless Motivation,They Do Not Define Me (Motivational Speech),228958,3,27
Ghostface Killah,The Sure Shot (Pt. 1 & 2),216294,1,27
Felly,Blue Velour (Live in Studio),195207,4,27
Vallie Pressey,Hot Soldier,236069,3,27
Neil Young,Tumbleweed,241133,4,27
Le Butcherettes,spider/WAVES,254336,4,27
La Novedad Nortena,Probablemente,203990,4,27
Paul Wall,World Series Grillz (feat. Lil Keke & Z-Ro),247710,4,27
Anna Burch,With You Every Day,256871,4,27
Joshua Rogers,Pour Your Oil,258757,4,27
Jayme Toudle,Crazy Bombshell,226377,4,27
Jerold Monoz,Taming the Tobacco,158145,4,27
Gaia,4 Elements (Classic Bonus Track),228000,4,27
Lady Haman,Lock up the Tsunami,187455,4,27
The Republic of Wolves,The Canyon,301261,4,27
Tangerine Dream,Sensing Elements,813733,4,27
Cut Chemist,Home Away from Home,201693,4,27
Flame,Friday (feat. J Carter),219187,4,27
El Chacal,Llegamos a la Disco,214288,4,27
Cherrie Bothner,Distant Ghost,502073,4,27
Bridie Madinger,Viscious Bitch,266057,4,27
Milan Ring,2063,196350,4,27
Craig Rigney,Come Thou Fount,224346,3,27
Until The Ribbon Breaks,Count The Lightning,294941,4,27
Chihei Hatakeyama,Far from the Atmosphereⅱ,217253,3,27
Mako,Breathe - Felix Palmqvist x Two High Remix,223250,4,27
Latesha Escalero,Ride on Softness,283298,4,27
Armandina Seagers,Fantastic Peace,231629,4,27
Baldwin Sauerwein,The New Bitch,235468,4,27
Hannah Miller,"Beauty And Pain - From ""This Is Us""",166000,3,27
Gin Wigmore,Young Ones,248893,4,27
Charity Gayle,Nothing but the Blood,169000,4,27
Boys Age,The Highest Moon,247042,4,27
Cherrie Bothner,Superficial Heaven,229642,4,27
Matt Maltese,Like A Fish,201880,4,27
Tangerine Dream,Roll the Seven Twice,385773,4,27
Mammoth Grinder,Grimmenstein,197457,4,27
Reyna Biddy,Intro,158673,3,27
The California Honeydrops,Silicon World,226800,3,27
Dan Romer,I Must Protect My Place,100867,4,27
DT8 Project,Destination - Above & Beyond Remix,182038,4,27
Avatar,Silent Songs of the King Pt. 2: The King's Palace,277129,4,27
Whitney Woerz,Idea of Her - SMLE Remix,225491,4,27
Dirty South,Next to You,328525,4,27
Brad Walsh,Dreams,216988,4,27
Eugenia Chasey,Futuristic Lazer,238211,4,27
Bridie Madinger,Left My Catalyst Behind,224653,4,27
Derek Stelk,Furious Mischief,269845,4,27
Orville Dahl,Beauty Is a Tricky Thing,266005,4,27
Tayy Brown,From Me,212000,4,27
Destroy Boys,Crybaby,190927,4,27
Evynne Hollens,"The Miracles (From ""Inspiraciones: Songs from Milagro"") [feat. Anna Gilbert]",191400,4,27
Austin Stone Worship,Our God Is Alive,279971,4,27
Lil Dude,Diablo,151092,4,27
Londrelle,Sunflower Soul,182000,4,27
Waka Flocka Flame,Go Shorty Go (feat. Travis Porter),207888,4,27
Voices Of Lee,O Come to the Altar,332736,3,27
Cherrie Bothner,Genuine Courage,156056,4,27
Baldwin Sauerwein,Suped up God,166870,4,27
Cherrie Bothner,Glittering Sucker,187429,4,27
Neil Young,Diggin' in the Dirt,194813,4,27
Matchbox,Rockabilly Rebel,164800,4,27
Karuna Satori ASMR,Sleep Clinic Part 6,222912,4,27
J-Wright,Talk,179670,4,27
Archetypes Collide,Well Wasted,276000,3,27
S3RL,Planet Rave - DJ Edit,309943,4,27
The California Honeydrops,Good Good Lovin',180307,4,27
Karuna Satori ASMR,Sleep Clinic Part 7,242974,3,27
Chamillionaire,Hometown,217693,4,27
Leilani Wolfgramm,Live Wire,215750,4,27
Marco Flores Y La Jerez,Nuevamente,185307,4,27
Peter Groenwald,My Eyes Keep,172500,4,27
Kathleen Madigan,Noodling,206464,3,27
Celtic Thunder,Only Time,171987,4,27
American Pleasure Club,the sun was in my eyes,237958,4,27
Jerold Monoz,Embrace Perfectionism,281887,4,27
Lady Haman,Outrageous Promise,363651,4,27
Vallie Pressey,False Quality,342936,4,27
Hot Dad,Just Tell Me What Font to Pick (When I'm Making Websites for Kids),217959,4,27
Rogue Wave,Harmonium,395691,4,27
Jake Coco,Oh Tonight - Acoustic,200110,4,27
Dontius,Love You Down,180000,4,27
Evidence,Wonderful World (feat. Rakaa),215160,3,27
Spa,Rain Sound: Relaxing Sleep Music,130696,4,27
Cj Biggerman,Vibe,163579,4,27
Kyle Hollingsworth,All Falls Apart,294838,4,27
Eugenia Chasey,Foreign Road,165695,4,27
Latesha Escalero,Insanity Is an Ugly Thing,318067,4,27
Dontius,You the Best,222143,4,27
Dontius,Fighter,210618,4,27
The Soft Moon,Like a Father,280108,4,27
Jaiden,Oh Well,201399,4,27
NASAYA,Orange,232364,4,27
Zāna,Call Ya,189910,4,27
Alex Quintero,El Legado (En Vivo),133236,3,27
Lil Lonnie,My Woes (feat. Milli Montana),180428,4,27
Poodieville,Garage Music,201053,4,27
The California Honeydrops,Drop by Drop,206880,4,27
Traviezoz de la Zierra,El Malo Del Cuento,260757,3,27
ITSOKTOCRY,MERMAID HEARTEATER feat. SUPERLOVE,166400,4,27
Dontius,Turn Up,186903,5,27
Dontius,Head 2 the Sky,225175,4,27
Ezra Furman,The Great Unknown,167000,4,27
OJ Da Juiceman,Losses,192857,4,27
The Soft Moon,The Pain,276991,4,27
Harrison Whitford,Take a Walk,277909,4,27
Froggy Fresh,Stolen Bikes 3,229625,4,27
Ryan Stevenson,Always Been You,256959,4,27
Say Sue Me,But l Like You,251648,4,27
Traviezoz de la Zierra,No Le Quiten Ni Le Pongan,333931,3,27
D. LYNCH,Til I Die,212181,4,27
Raquel Sofia,Feliz Cumpleaños,213187,4,27
Boxybard,"Never Enough (From ""The Greatest Showman"")",223724,4,27
Waka Flocka Flame,Can't Do Golds,189274,4,27
Son Lux,Dream State (Brighter Night),238769,4,27
Tim Atlas,Input,81960,4,27
Derek Stelk,Liberty Is What I Got,257855,4,27
Chime,Different,198400,4,27
Ленинград,Эстетика,163862,4,27
Jerry Garcia Band,Tough Mama - Live,316411,4,27
Proleter,Miss Her (Instrumental),239200,4,27
Slugdge,Slave Goo World,385301,3,27
Stan Forebee,Wednesday Night,138240,4,27
BANDA TIERRA MOJADA,Y Aquí Nos Quedamos,219880,4,27
Fyfe,"Two One, Four",277347,4,27
Ryan Bingham,The Weary Kind - Live,255133,4,27
Caskey,Back Inside,117021,4,27
Superbee,Original Gimchi,188471,4,27
Oso Oso,the secret spot,245778,4,27
I Am Oak,Will I Wake,181913,5,27
Suigeneris,Check,146441,4,27
Fuerza de Tijuana,Subele,182773,3,27
Armandina Seagers,Day of the Sell Out,371567,3,27
Brian Courtney Wilson,Our Father Is Kind,254760,4,27
Anthem Lights,There’s Nothing Holdin’ me Back / Mercy (feat. Joey Stamper),142646,4,27
Traviezoz de la Zierra,Héroes Sin Capa,266080,3,27
We.B,Fist Bump,268616,4,27
He Is We,Dear Adam,242674,4,27
Rising Star,Just As You Are (Mix Cut),268828,4,27
Charity Gayle,Great Is His Faithfulness,273067,3,27
Eyes Set To Kill,Burn Down,53400,4,27
The National Parks,Places,195924,4,27
ONEPIXCEL,Lagrima (Tv Size),62494,4,27
Starchild & The New Romantic,Language,227853,4,27
Lauren DeMaio,Locked Eyes,191247,4,27
The California Honeydrops,Things We Used to Do,216147,3,27
Floreyyyy,Affection,200156,4,27
Ryan Bingham,Sunshine - Live,368958,4,27
Caskey,Best of Luck,162487,4,27
Eddie Berman,Pretty Pimpin,196507,4,27
Parry Gripp,Narwhal Eating a Bagel,118750,4,27
Nadine Coyle,September Song,211493,4,27
Lucian,Sick Of Love Ft Beth Duck (blush Remix),192000,4,27
Anthem Lights,What a Beautiful Name (feat. Chad Graham),189926,3,27
Raven,Hasta Que Llames,245037,4,27
Imagine Dragons,Next To Me,230541,3,27
Azide,The Blood of a King,206788,4,27
Rafiq Bhatia,Hoods Up,273299,4,27
Don Toliver,Make Sumn,192705,4,27
Oumou Sangaré,Minata Waraba - Sampha Remix,287400,3,27
Brad Mehldau,After Bach: Flux,305800,3,27
Jerreau,Multi,178260,4,27
Reyna Biddy,10 Reasons I Could Never Leave,195919,5,27
Still Haze,Down in the Vespa,163636,3,27
The Sea The Sea,Good for Something,200996,4,27
Los Retoños Del Río,Jacinto el Tullido,257213,4,27
Junoflo,Revenue,235556,4,27
Dave Barnes,Runs in the Family,245722,4,27
Gatecreeper,Dead Inside,182000,4,27
Land of Trees,Just Imagine,209023,5,27
Sickboyrari,"Plug Walk, Pt. 2",171602,4,27
Luis Fonsi,Échame La Culpa,173720,4,27
Vansire,Above the Highway,57913,1,27
