artist_name,track_name,duration_ms,time_signature,popularity
Gemitaiz,Chiamate Perse,202765,4,56
Therapie TAXI,J'en ai marre,200787,4,56
Gemitaiz,Diverso,209899,4,56
Azet,Qa bone,188366,4,56
SPEECHLESS,unwanted,131495,4,56
DJ Cobra Monterrey,Tu Pones la Hora y Yo Le Caigo,227608,4,56
YL,Vai Nova,181387,4,56
TACONAFIDE,Visa,208296,4,56
Slimane,Viens on s’aime,201107,4,56
Gaab,Câmera Lenta,210778,4,56
Headie One,Know Better,210732,4,56
Fazli,Get Away,158255,4,56
MC Jhowzinho e MC Kadinho,Tá sobrando popô (Participação especial de Zé Felipe),165043,4,56
Leonardo Gonçalves,"Deus Sabe, Deus Ouve, Deus Vê",287502,3,56
Loubet,Muié brava,201560,4,56
Amaia Romero,Miedo,209107,4,56
Dj Lindão,Vai Faz a Fila 2,182831,4,56
Natos y Waor,Generación perdida,184000,4,56
Kazy Lambist,Annecy,269653,4,56
Trebol Clan,No Le Temas A Él,212767,4,56
The Offspring,"You're Gonna Go Far, Kid",178174,4,56
Lucky Luke,Drüg,219264,4,56
Class A,Uma dose,171807,4,56
Reason,Attention,244946,4,56
Fergus James,Golden Age,208297,4,56
Raisa,Love You Longer - Acoustic,210692,4,56
