artist_name,track_name,duration_ms,time_signature,popularity
Anna Bergendahl,Broken Melody - Acoustic,234107,4,43
MC Stojan,Jednom Majka Rađa,177145,4,43
Rooftop ReP,Here I Am,267063,4,43
The James Hunter Six,I Don't Wanna Be Without You,208267,4,43
Shahmen,Lost Angeles,122413,4,43
Ysy A,Pastel Con Nutella,235465,4,43
Vuk Mob,Heineken,187959,4,43
Los Caligaris,Asado y Fernet - En Vivo,254346,4,43
Juan Gabriel,Pero Qué Necesidad,354013,4,43
Los Caligaris,Camello - En Vivo,193159,4,43
Ennja,Let Go,401751,4,43
James Gillespie,Dead in the Water,200693,4,43
Kyla,Talk About Us Duet with Inigo Pascual,253415,4,43
Laura Pausini,ESTÁ.ALLÁ,215987,4,43
Chet Baker,The Bird From Kapingamarangi,209027,3,43
Walter Beasley,Late Night Lover,197013,4,43
yesterday,burden boy,170680,4,43
Manu Crook$,Different League,180000,4,43
李振源,越界,257889,4,43
Majo y Dan,Te Amo Señor,313836,3,43
Peabo Bryson,Love Like Yours And Mine,219458,4,43
Скруджи,Монтана,165844,4,43
Reform,Former,395077,4,43
Morro,All I Want,181073,4,43
Easykid,Mvp,267697,4,43
JOY.,Need You,199542,4,43
Allj,Suzuki,185037,4,43
Ouse,NO Sleep,202057,4,43
M.O,Bad Vibe - James Hype Remix,213907,4,43
Lartiste,Neymar (feat. Gradur),174100,4,43
TLC,No Scrubs,214440,4,43
Little Glee Monster,Dakara Hitorijyanai,231400,4,43
MC Dukevi,Mais Tarde,151385,5,43
Shahmen,Suicide Drive,158917,4,43
Ondi Vil,Drowning,100895,4,43
Lewis OfMan,Plein de bisous,185452,4,43
Jereena Montemayor,Rose,229161,3,43
Kerala Dust,The Chain,321763,4,43
Krisy,Erotiquement votre,176539,4,43
XS Project,Grozny,267300,4,43
Planetarium Records,Blah,210445,4,43
Garmiani,Fogo (feat. Julimar Santos) - Freddy Moreira Remix,163125,4,43
Butch,Countach - Original,459427,4,43
Jens Kuross,I Only Ever Loved Your Ghost,217400,4,43
Sophie Lloyd,Calling Out (feat. Dames Brown),228217,4,43
Inspector,Sin Mirar Atrás,209417,4,43
Samanta,Faj,188400,4,43
JT Roach,Symmetry,198640,4,43
Antonín Dvořák,"Dvorák: Lasst mich allein (From 4 Lieder, Op. 82, B. 157)",250400,3,43
OBOY,SLS,150858,4,43
Sevn Alias,Hoofdprijs,195855,4,43
Joe Nora,Seaside,190032,1,43
Oğuzhan Koç,Beni İyi Sanıyorlar,273603,4,43
Nines,Outro,99227,4,43
Sevn Alias,240,182986,4,43
Tample,Summer Light,297031,4,43
Madson Project.,No Longer In My Head,186000,4,43
Kinder Malo,Tú y Yo,173610,4,43
Gökhan Özen,Yanlış Numara 2018,238958,4,43
Niels Van Gogh,Alright - Original Radio Edit,164842,4,43
Air Supply,One More Chance,232240,4,43
Monolink,Father Ocean,356840,4,43
Los Angeles Azules,Entrega De Amor,177360,4,43
Serhat Durmus,Yolu Yok (feat. Zerrin),195991,4,43
Phuture Noize,Anthem of Freedom (QAPITAL Anthem 2018),241961,3,43
David Guetta,Dirty Sexy Money (feat. Charli XCX & French Montana) - GLOWINTHEDARK Remix,183214,4,43
Deep Divers,Taormina,204590,4,43
RichaadEB,Licht Und Schatten,239651,4,43
Ronnie Flex,Geekin’,187813,4,43
Hussein el Deek,Maik Aala Al Mot,256514,4,43
Sneakbo,I Heard,191359,5,43
Naps,Abandonne,206320,4,43
Shahmen,Mulholland,185600,4,43
Loriela Ter-Veen,Amor en Sonora,183133,4,43
Al James,Ngayong Gabi (Zelijah Remix),233653,4,43
Naps,Le fixe,195827,4,43
Bad Gyal,Tu Moto - Prod. D33J,195257,4,43
Gunz For Hire,Real Warrior,236883,4,43
Aleman,Mi Propio Frankenstein,205042,4,43
DAAZ,Quisiera Ser el Mar,209305,4,43
Jim and Sam,Doctor Please,186492,4,43
Yes Mccan,Désirée (feat. Cape Tula & Yen Dough),256173,4,43
Carin Leon,La Vecindad,196311,1,43
Ardian Bujupi,Arigato,168120,4,43
Los Angeles Azules,Ay Amor,171320,4,43
Liricistas,Entiéndelo,260055,4,43
Naps,Coché,198573,4,43
M-22,First Time - Acoustic Mix,133307,4,43
Dark Rehab,Walmart Yodel,169510,4,43
Ladron,Celos Por Ti,199507,4,43
Sofiane,Coluche,199920,3,43
Tommy Jayden,SWIRL,159439,4,43
Kylie Minogue,Radio On,222587,4,43
Ic3peak,This World Is Sick,112000,4,43
Sarah Klang,Mind,250227,4,43
Niko Rose,On & Off,209143,4,43
Mariano Lombardo,Yo No Lo Di Yo Lo Presté,216383,4,43
TACONAFIDE,Benevento,182293,4,43
Papichamp,Papi Shampu - Remix,202992,3,43
Naps,Des fois,130120,5,43
TACONAFIDE,C3PO,198427,4,43
Dark Polo Gang,Amorevole,137910,4,43
Paige,Why,170083,4,43
