artist_name,track_name,duration_ms,time_signature,popularity
Paul Kalkbrenner,Part Three,228787,4,41
Revancha Nortena,Explicale,185051,4,41
Remik Gonzalez,Game Over,345627,4,41
Lb,I Love My Gang,224252,4,41
Caliban,Ich blute für Dich,237720,4,41
Marmozets,Habits,220387,4,41
fromis_9,Miracle,222759,4,41
UMI,Frequently,144588,4,41
m-flo,No Question,340560,4,41
Da Tweekaz,Essence Of Eternity (Reverze Anthem 2018),351881,4,41
Oceans on Fire,Just Getting Started,204587,4,41
Dustin Richie,Palabras Que Matan,251359,4,41
Remmy Valenzuela,Oasis De Amor - En Vivo,162227,4,41
Nursery Rhymes 123,Open Shut Them,129575,4,41
Amidy,Calling Out,189500,4,41
Gjiko,Shtrejt (feat. Lumi B & Ledri Vula),251625,4,41
Rhys Lewis,Don't Wanna Believe It - Acoustic,194080,4,41
Enca,Dua,194400,4,41
Roman Lewis,Mindless Town,316492,4,41
Nursery Rhymes 123,This Is the Way the Ladies Ride,72785,5,41
Nikolija,Malo,200911,4,41
Seka Aleksić,Folirant,240048,4,41
DC Breaks,Never Stop - S.P.Y Remix,262709,4,41
Fenne Lily,For a While,234618,4,41
Simple Minds,Sense of Discovery,383707,4,41
Waterfall Sounds,Waterfall Sounds,69329,5,41
Joey Trap,40 Bars,134500,4,41
Ruel,Don't Tell Me - Acoustic,241870,4,41
Mike Emilio,Overkill 2018,162235,4,41
1Kilo,1Kilo Contra o Mundo,388531,4,41
Nursery Rhymes 123,One Finger One Thumb,107849,4,41
Little Glee Monster,Over,237840,4,41
Felix Jaehn,Cut The Cord (feat. Patrik Jean) - Acoustic,231461,4,41
The Toys,TOY,190476,4,41
WagakkiBand,細雪,237840,4,41
Goat,Let it Burn,363207,4,41
Jimothy Lacoste,Subway System,223562,4,41
Volac,Russian Style,282581,4,41
Chet Baker,How High The Moon,152973,3,41
Filipe Ret,A Libertina,169122,4,41
Laura Pausini,Un proyecto de vida en común,196200,4,41
Remmy Valenzuela,Se Me Olvidó Otra Vez - En Vivo,153307,4,41
Juan Gabriel,Vienes o Voy,308520,4,41
City Girl,You're Always Wonderful,216788,4,41
Marwa Loud,Cevi,186845,4,41
Faruk Sabanci,Your Call,176339,4,41
Corey Voss,Don't Ever Let Me Go - Live,255907,4,41
E-girls,"Pain, pain",231813,4,41
Tweekacore,Partystarter,195957,4,41
Ikson,Let Go,182400,4,41
Racoon,Almost Made It,153760,4,41
TastyTreat,Good Morning Jay,153750,4,41
Matt Johnson,I Will Survive - Acoustic,225349,4,41
José Madero,Etrusco Único,238667,4,41
Lartiste,Narcos,249400,4,41
Tosca,Supersunday - Megablast Remix,464827,4,41
Air Supply,Now and Forever,229400,3,41
Leoni Torres,Es Tu Mirada - Remasterizado,235213,4,41
Dj Sava,Coco Bongo,192130,4,41
Getsunova,รู้ดีว่าไม่ดี Feat. YOUNGOHM,235508,4,41
Su Presencia,Eternamente Amor,243311,4,41
Dubchek,Balihai Baby,276000,4,41
AsapSCIENCE,The Periodic Table Song (2018 Update),164072,4,41
"Earth, Wind & Fire",Fantasy,277973,4,41
"Earth, Wind & Fire",Got to Get You Into My Life,242987,4,41
Jamsha,Bicho 24 / 7 (feat. Barbie Rican),177143,4,41
Lartiste,Bête blessée,177567,4,41
convolk,black heart,148875,4,41
Beth,Capital Letters - Acoustic,174679,4,41
Dan Balan,Allegro Ventigo,221509,4,41
The Spacies,Pictures,244367,4,41
Adrian Barba,"La Última Batalla (From ""Dragon Ball Super"")",179786,4,41
DJ Khalid,Cásate Conmigo (Bachata Version),192027,4,41
Justin Vasquez,Love,216947,4,41
