artist_name,track_name,duration_ms,time_signature,popularity
guardin,useless,153889,4,35
Looped Fan Sleep Noise,Pink Noise Sleeping Baby (All Night Looped),68426,3,35
Dempagumi.Inc,Ψ発見伝!,236842,4,35
YellowStraps,Nights Up,238293,4,35
Lovett,Monsters,102825,4,35
Freezy,Split In di Middle,139695,3,35
Junkie XL,Remember This,206120,4,35
Phillip Larue,Chasing Stars,233386,4,35
916frosty,No Way,211530,4,35
Soft,Imagine,187559,4,35
Lethal Bizzle,London (Remix),240000,4,35
Milk & Bone,BBBLUE,257760,4,35
MILCK,I Don't Belong To You,213653,4,35
Saxon,Thunderbolt,239640,4,35
Bad Gyal,Blink,270507,4,35
Deniece Williams,It's Gonna Take a Miracle,250813,3,35
Kay,Real Deal,238135,4,35
Kay,Unknown Enemy,172000,4,35
Kay,For the Night,224027,4,35
Kay,Day Dream,220000,4,35
Alora & Senii,Top Of The World,180074,4,35
Nic Fanciulli,Saying (Feat. Damon Albarn) - Kölsch Remix,460800,4,35
Zeo Munoz,Difícil de Entender,220009,4,35
Jung Seung Hwan,It's Raining,213123,4,35
Little Comets,M62,175829,3,35
Wonderful Escape,Light Rain,289080,4,35
Foreign Figures,The Fever,185177,4,35
LUNA,그런 밤 Night Reminiscin’ (with Yang Da Il),228750,4,35
boerd,Blind,314582,4,35
Sam Feldt,Blackbird (feat. Jake Reese) - Calvo Remix,180468,4,35
Sienna Skies,Widow,229904,4,35
Graham Coxon,Bus Stop,297347,4,35
Michele Nobler,Through the Eyes,226026,4,35
Saxon,The Secret Of Flight,302520,4,35
Curtis Salgado,I Will Not Surrender,295427,4,35
Milk & Bone,Nevermore,215840,4,35
CloZee,Harmony - VAGO Remix,202500,4,35
Tsar B,Rattlesnake,157307,4,35
Cruz Cafuné,Forbes,178935,4,35
Sensi Sye,No Sleep,128078,4,35
Fabrizio Moro,Portami via,195733,4,35
FUKC,My Father's Son,150400,4,35
Jung Seung Hwan,You're My Spring,259255,4,35
AmaLee,Dakara Hitori Ja Nai (My Hero Academia),90667,4,35
All Faces Down,Grit,206421,4,35
Ekoh,Pickle Rick,211429,4,35
FLOW,Glow,310373,4,35
Leo,What´s Up? (Metal Version),331265,4,35
나하은,So Special,198857,4,35
Jah Khalib,Printsessa i nisciy,225995,4,35
BAND-MAID,One and only,202527,4,35
John Buckley,Hard to Love,219017,4,35
NiNE15,#888,156056,5,35
Hekler,404,206400,4,35
Fishbach,Un autre que moi,184147,4,35
Disciples,48HRS - Extended,311595,4,35
Franka,Crazy,179978,1,35
Will Heggadon,Sinking in (Stripped),228164,5,35
Quor,Fly Little Bird,248674,4,35
Low Roar,I Won't Be Long,142751,4,35
Leoni Torres,Amor Bonito,234707,4,35
MOMOLAND,BBoom BBoom - Instrumental version,208863,4,35
Rae Morris,Atletico (The Only One),205040,4,35
Los Invasores De Nuevo León,La Mejor de Mis Tragedias,168304,4,35
Ayla,Ayla - Ben Nicky & Luke Bond Remix,263111,4,35
Surfaces,Low,237970,4,35
The Vamps,Hope,196373,4,35
Luna,Silver Lines,196857,4,35
El Makabelico,La Santa Muerte,244745,4,35
Crystal Lake,Gravity,197600,4,35
Jesús Ojeda y Sus Parientes,Avión De La Muerte - En Vivo,286067,4,35
Wyvern Lingo,Tell Him,271307,4,35
Onra,Love Triangle,163396,4,35
ASIAN KUNG-FU GENERATION,"All Right, Pt. 2",214587,4,35
Jesús Ojeda y Sus Parientes,El Rengo Del Gallo Giro - En Vivo,274013,1,35
Vansire,Wonderland,156779,4,35
We Rabbitz,Motivational,205556,4,35
Seven Davis Jr.,Honey Dew (Seven Davis Jr Remix),349767,4,35
Michaela Laws,Yuno VS Ayano,167500,4,35
Onra,4U,151860,4,35
El Alfa,Segueta (Remix),175960,3,35
Elvis Presley,Old Shep,248933,5,35
Samantha Harvey,Please - Duet Version,175000,4,35
Mariah Carey,Fantasy - Bad Boy Fantasy,289973,4,35
Ashley Tisdale,Issues (feat. Chris French),185526,4,35
Shenseea,Body Good,178894,4,35
il:lo,0404,243601,4,35
Simple Minds,Utopia,254573,4,35
Sara Landry,Chasm,250080,4,35
eli filosov [ p h i l o ],hideaway,80964,4,35
James Newton Howard,Didn't I Do Well?,528187,5,35
Chris Dave and The Drumhedz,Destiny N Stereo,229147,4,35
Lil Bo Weep,THANK U (COVER),105533,4,35
Robert Shirey Kelly,Then I See You,214437,4,35
Jason Richardson,The Arena,233268,4,35
The fin.,Shedding,224920,4,35
Dizzy Fae,Johnny Bravo,194920,4,35
City Girl,Runaway,181280,4,35
BAND-MAID,Rock in me,201037,4,35
MyReminiscence,A Cruel Angel's Thesis,256522,4,35
G-DRAGON,"HEARTBREAKER - G-DRAGON 2017 WORLD TOUR <ACT III, M.O.T.T.E> IN JAPAN",212827,4,35
Alice Ivy,Touch (feat. Georgia Van Etten),266360,4,35
Grupo Bryndis,Amor Prohibido - En Vivo,253267,4,35
Booka Shade,Cut the Strings,437060,4,35
Code Black,Never Be Forgotten,256000,4,35
Laura Pausini,Novo (feat. Simone & Simaria),252011,4,35
Marca Registrada,El Fifty,188893,4,35
Capital City Music,All in All / My Jesus (feat. Jacob Cantrell),375885,4,35
Geoffroy,Wanderer,168039,4,35
BAND-MAID,Daydreaming,237371,4,35
Chet Baker,If You Could See Me Now,280933,4,35
Denatora,Eminado,198173,4,35
Karan Aujla,Lafaafe,224318,4,35
